id,input,output
CWD3TAUfqC2fw24zkli39Cl4vktFJSb3-turn9,Is there an arc between q1 and q2 ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q1','q2','?')]]""}"
66c999c1d9a23f4774b60873-turn1,is 2 accepted as input,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input']"", ""sv"": ""['2']""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn5,Can I use 5 states in an automaton ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-theoretical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['5']""}"
ctyHWUgv9B_kHA6DNcrgMxadmJZJ1sHa-turn14,"Yes, there is only one arc starting from each state. The first 2 in anti-clockwise direction are marked by 1, the remaining by 0. ","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['anti-clockwise']""}"
"""meno""pu7A-turn1",Briefly describe the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
rHgyaZS8T8cuQ0u39AHqQBs_vaj5ePIu-turn9,Describe the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn25,Which transitions start from q2 ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q2','?','?')]]""}"
ijaiv0hGDVwkzukjPHEmUC6QtX9wfCHf-turn21,is q0 a final state ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""[['q0']]""}"
66d89f8e9880ff2cbea5b43c-turn1,given the deterministc nature of the automation why there is no a transition when I am in q1 and the automation read 0,"{""da"": ""Ta:checkQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q1','?','0')]]""}"
66dc13956e6c775609003afb-turn2,"Hi. I'm the chatbot NoVAGraphS. I'm programmed to answer questions to describe      graphical structures, and in particular, automata. Ask me to describe you in general Automaton      1 or a more specific question about it.","{""da"": ""SOM:returnGreeting"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
w05LD7si_oM5jBhxC-dUqFBsx77pOFB2-turn5,is there a particulare pattern among automata arcs ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
V3HOB-turn21,How many transitions are there ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions']"", ""sv"": ""['?']""}"
"""meno""pu7A-turn21",Is there an arc from q0 to q2 q3 or q4 ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q2','?'),('q0','q3','?'),('q0','q4','?')]]""}"
ByLC2-turn9,Show me the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
66c99622d9a23f4774b6083d-turn2,"I'm not sure about your question. Try asking about states or transitions. Or          you can ask me to briefly describe you the automaton, for example.","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn29,does the automaton accept other languages,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""[]"", ""sv"": ""[]""}"
66c99834d9a23f4774b6085b-turn1,what is a word in the language accepted,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Alphabet"", ""sn"": ""['alphabet']"", ""sv"": ""['?']""}"
71DvREY3rPDW1C0uzelsV6yXdSNexElS-turn3,maximum number of states in an automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-theoretical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
"""meno""pu7A-turn10",q0 is both the initial and final state. ,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['initialState','finalStates']"", ""sv"": ""['q0',['q0']]""}"
66dde16ba69c9e02a05c3d5b-turn1,How many states are in this automaton,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
66c99b7cd9a23f4774b60885-turn1,thank for helping me,"{""da"": ""SOM:thanking"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
0SyWdd-YbWP90wUhHSiSYaBDArgtJvUi-turn19,is there an arc from q2 to q1 ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q2','q1','?')]]""}"
ShIe4j-y-ekoRj_Xvt7r2MkyrvfyFPK6-turn24,"Yes, there is a transtion from q0 to q2 and is marked with 1.","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q2','1')]]""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn41,q4 to q0,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q4','q0','?')]]""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn10,From q1 there is only one transition to q0 marked with 0.,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q1','q0','0')]]""}"
66dc0cfec1145f84a63b502c-turn1,Define the concept of an accepting state in finite automata,"{""da"": ""Ta:request"", ""et"": ""fsa-theoretical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""['?']""}"
ctyHWUgv9B_kHA6DNcrgMxadmJZJ1sHa-turn5,There is a transition between q2 and q0 ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q2','q1','?')]]""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn12,"Yes, there is only one arc starting from each state. The first 2 in anti-clockwise direction are marked by 1, the remaining by 0.","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['anti-clockwise']""}"
66feeb350281fd1ff4448ad8-turn1,what are the transitions between these states,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""['?']""}"
q9Tw8Mb_nRwbwBOy-cnCELz2dVncJh-T-turn7,Please describe the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
w05LD7si_oM5jBhxC-dUqFBsx77pOFB2-turn17,can you briefly describe the automata ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dc16509ddcb359f401a618-turn1,What is the starting state of the automaton,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['initialState']"", ""sv"": ""['?']""}"
FaSMl3Iu-Kr6owi4byJ2me2wFzk-c7oM-turn1,Vorrei una descrizione di Automa1 ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dc1282c1145f84a63b5064-turn1,What happens if the input string is shorter than three 1s followed by two 0s,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['input']"", ""sv"": ""['not 11100']""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn26,From q2 there is only one transition to q1 marked with 1. ,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q2','q1','1')]]""}"
q9Tw8Mb_nRwbwBOy-cnCELz2dVncJh-T-turn1,How many nodes are there ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
AIzOyq5ExGrZ23ca0dNIWCK5C2HD3cCA-turn12,"There is only one arc starting from each state. The first three in clockwise direction are marked with 1, the remaining two with 0.","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['clockwise']""}"
FaSMl3Iu-Kr6owi4byJ2me2wFzk-c7oM-turn7,Describe automa ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
"""meno""pu7A-turn31",What is the purpose of the automaton ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-theoretical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
"""meno""pu7A-turn17",Is there an arc from q0 to q1 ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q1','?')]]""}"
rHgyaZS8T8cuQ0u39AHqQBs_vaj5ePIu-turn13,is it possible repetitive pattern in the transactions ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
ShIe4j-y-ekoRj_Xvt7r2MkyrvfyFPK6-turn2,"I'm not sure about your question. Try asking about states or transitions. Or you can ask me to briefly describe you the automaton, for example.","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
bq9WYgxCi_ATitsSgtUQUUqZSE2kbkAz-turn23,what are the patterns ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
0SyWdd-YbWP90wUhHSiSYaBDArgtJvUi-turn5,Breifly describe me the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
66fee9fb0281fd1ff4448ac4-turn1,what i can ask you,"{""da"": ""Ta:setQuestion"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
rHgyaZS8T8cuQ0u39AHqQBs_vaj5ePIu-turn8,"I dont' know. Try asking something like, ""Describe the automaton."" ","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dc0ddec1145f84a63b5032-turn1,Can a finite automaton recognize non-regular languages,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-theoretical"", ""ar"": ""Language"", ""sn"": ""['automataType','languageType']"", ""sv"": ""['deterministic','non-regular']""}"
hIbhGTnnFCuBbgJSGj1EmY944k9a71iY-turn12,"This automaton has three transitions. The first one starts atq0, being it the initial and final state. From q0 and q2 there is a transition marked as 1. From q2 to q1 there is another transition marked as 1. Finally from q1 to q0 there is atransition marked as 0. ","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions','initialState','finalStates','transitions']"", ""sv"": ""['3','q0',['q0'],[('q0','q2','1'),('q2','q1','1'),('q1','q0','0')]]""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn17,loops,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
66c99496d9a23f4774b6082b-turn1,how many arcs are there,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions']"", ""sv"": ""['?']""}"
AIzOyq5ExGrZ23ca0dNIWCK5C2HD3cCA-turn1,Tell me a little bit about the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn11,How is an automaton defined ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-theoretical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dc15469ddcb359f401a60c-turn1,How many states are in automaton,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
ijaiv0hGDVwkzukjPHEmUC6QtX9wfCHf-turn11,are there arcs between q2 and q0 ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q2','q1','?'),('q1','q2','?')]]""}"
"""meno""pu7A-turn33",What happens when a 0 comes to state q1 ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('?','q1','0'),('q1','?','?')]]""}"
ijaiv0hGDVwkzukjPHEmUC6QtX9wfCHf-turn5,how many states are there ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
uW3QEQnfk56NRlWclbyBzNkqsp20ChY1-turn15,Please describe the transitions ,"{""da"": ""OCM:selfCorrection"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""['?']""}"
66fefa279021ec0b460c699a-turn1,Tell me a little bit about the automaton,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
ctyHWUgv9B_kHA6DNcrgMxadmJZJ1sHa-turn9,Describe it please ,"{""da"": ""Ta:request"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
bq9WYgxCi_ATitsSgtUQUUqZSE2kbkAz-turn21,what are the patterns,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
66fef30780136d0844fa0e21-turn1,is q0 the last state,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""[['q0']]""}"
sveUGr-bCBUSZI2QFJORfflTpgefFbKW-turn3,how are your states linked together ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""['?']""}"
Em5Mj8ykVSTl8U4QKIZ_n7L1bF8H1kL1-turn3,arcs between q4 and q0,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q4','q0','?')]]""}"
ctyHWUgv9B_kHA6DNcrgMxadmJZJ1sHa-turn16,"I don't know, try just asking something like, ""How many states are there?"" ","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
K2TB8bOVY1WHuazVxCQEhM789Y6lGaHw-turn17,If q2 were the final state the language accepted by the automaton is the same ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""[['q2']]""}"
"""meno""pu7A-turn9",Which is the initial state ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['initialState']"", ""sv"": ""['?']""}"
66c99496d9a23f4774b6082b-turn2,There are a total of 5 arcs. Try asking me if there is a particular pattern among      them.,"{""da"": ""Ta:answer; DS:suggest"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions']"", ""sv"": ""['5']""}"
66fef2aa80136d0844fa0e0d-turn2,"No, there is not a state called like this. The only states are q0, q1, q2, q3, and q4.","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['states']"", ""sv"": ""[['q0','q1','q2','q3','q4']]""}"
66d8a2d910bc5a5425187374-turn1,can you explain me what is a final state of a DFA?,"{""da"": ""Ta:request"", ""et"": ""fsa-theoretical"", ""ar"": ""State"", ""sn"": ""['automataType', 'finalStates']"", ""sv"": ""['deterministic', '?']""}"
FaSMl3Iu-Kr6owi4byJ2me2wFzk-c7oM-turn9,How many regions are there in Italy ,"{""da"": ""Ta:setQuestion"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
ShIe4j-y-ekoRj_Xvt7r2MkyrvfyFPK6-turn21,describe the transitions,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""['?']""}"
66dc1d3d9ddcb359f401a648-turn1,bye,"{""da"": ""SOM:initGoodbye"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dc1c119ddcb359f401a636-turn1,How many transitions are there in the automaton,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions']"", ""sv"": ""['?']""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn8,There are a total of 5 arcs. Try asking me if there is a particular pattern among   them.,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions']"", ""sv"": ""['5']""}"
ByLC2-turn1,Which are the principal pros ,"{""da"": ""Ta:setQuestion"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
0SyWdd-YbWP90wUhHSiSYaBDArgtJvUi-turn21,how many states there are ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
0SyWdd-YbWP90wUhHSiSYaBDArgtJvUi-turn29,how is the automaton represented ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['graphicRepresentation']"", ""sv"": ""['?']""}"
AIzOyq5ExGrZ23ca0dNIWCK5C2HD3cCA-turn16,The language accepted by this automaton is made of zero or more words formed by a sequence of a triple of 1s followed by a pair of 0s.,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['alphabet','input']"", ""sv"": ""[['0','1'],'11100']""}"
66feee030281fd1ff4448b28-turn1,is q0 the final node,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""[['q0']]""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn7, arc from q2,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q2','?','?')]]""}"
66feff159021ec0b460c6a1c-turn1,what is the output,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['output']"", ""sv"": ""['?']""}"
66feee290281fd1ff4448b32-turn1,is there a transition from q0 to q1,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q1','?')]]""}"
Em5Mj8ykVSTl8U4QKIZ_n7L1bF8H1kL1-turn11,which is initial state,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['initialState']"", ""sv"": ""['?']""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn28,The language accepted by this automaton is made of zero or more words formed by a   sequence of a triple of 1s followed by a pair of 0s.,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['alphabet','input']"", ""sv"": ""[['0','1'],'11100']""}"
ShIe4j-y-ekoRj_Xvt7r2MkyrvfyFPK6-turn5,which are the states and the transitions ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions','states']"", ""sv"": ""['?','?']""}"
0SyWdd-YbWP90wUhHSiSYaBDArgtJvUi-turn7,what is the initial state of the automaton ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['initialState']"", ""sv"": ""['?']""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn9,How can I define an automaton ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-theoretical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
"""meno""pu7A-turn12","I dont' know. Try just asking something like, ""How many states are there?"" ","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
FaSMl3Iu-Kr6owi4byJ2me2wFzk-c7oM-turn11,In which year we are ,"{""da"": ""Ta:setQuestion"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66d89bb89880ff2cbea5b41e-turn1,what can i ask you,"{""da"": ""Ta:setQuestion"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
VMkBtJ-FIizHxrkxPyS3DniIMKBgDUwJ-turn1,briefly describe the automation ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": NaN, ""sv"": NaN}"
