id,input,output
Em5Mj8ykVSTl8U4QKIZ_n7L1bF8H1kL1-turn21,label from q3 to q4,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q3','q4','?')]]""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn15,pattern,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
q9Tw8Mb_nRwbwBOy-cnCELz2dVncJh-T-turn19,Can you describe the input and the output ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input','output']"", ""sv"": ""['?','?']""}"
"""meno""pu7A-turn23",Which are the transitions from q1 ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q1','?','?')]]""}"
66c997f9d9a23f4774b60855-turn1,describe me the language accepted,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input']"", ""sv"": ""['?']""}"
ctyHWUgv9B_kHA6DNcrgMxadmJZJ1sHa-turn2,"I don't know, try asking something like, ""What is the initial state?"" ","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dde3c1a69c9e02a05c3d97-turn1,What kind of language is accepted by this automaton,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input']"", ""sv"": ""['?']""}"
66fefd2e9021ec0b460c69e0-turn1,What are the states connected to q1,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['transitions']"", ""sv"": ""[[('q1','?','?')]]""}"
"""meno""pu7A-turn19",What is the shape of the arcs ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['graphicRepresentation']"", ""sv"": ""['?']""}"
66d8a69310bc5a542518738c-turn1,what is the final state,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""['?']""}"
gQZalALP9AxsFfEPC9Lm_JhIimMxTW_j-turn15,Is there an arc from q4 to q0 ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q4','q0','?')]]""}"
0SyWdd-YbWP90wUhHSiSYaBDArgtJvUi-turn17,is there an arc from q0 to q1 ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q1','?')]]""}"
rHgyaZS8T8cuQ0u39AHqQBs_vaj5ePIu-turn15,If q2 is the final state the language accepted by the automaton is the same ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates','alphabet']"", ""sv"": ""[['q2'],'?']""}"
66dc1050c1145f84a63b504c-turn1,What is the role of the state q4 in the behavior of automaton,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['states']"", ""sv"": ""[['q4']]""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn20,"I dont' know. Try asking something like, ""Describe the automaton.""","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dc0f39c1145f84a63b503e-turn1,What happens if the input sequence does not match the required pattern of three 1s followed by two 0s in this automaton,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input']"", ""sv"": ""['not 11100']""}"
66fef708aa9a9ff3615fab3d-turn1,how many transitions are there,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions']"", ""sv"": ""['?']""}"
uX-G8wJ5wSxmtNvsKkQg61kTOFczKm8b-turn3,what is the input,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input']"", ""sv"": ""['?']""}"
V3HOB-turn11,What transitions enter and exit q4 ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('?','q4','?'),('q4','?','?')]]""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn10,"I'm not sure about your question. Try asking about states or transitions. Or     you can ask me to briefly describe you the automaton, for example.","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66fef73baa9a9ff3615fab51-turn1,is it a deterministic automaton,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['automataType']"", ""sv"": ""['deterministic']""}"
"""meno""pu7A-turn22",From q0 there is only one transition to q1 marked with 1. ,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q1','1')]]""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn19,nodes,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['states']"", ""sv"": ""['?']""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn21,how many states,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
ByLC2-turn11,How many states are These ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
ctyHWUgv9B_kHA6DNcrgMxadmJZJ1sHa-turn15,What is the alphabet ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Alphabet"", ""sn"": ""['alphabet']"", ""sv"": ""['?']""}"
Em5Mj8ykVSTl8U4QKIZ_n7L1bF8H1kL1-turn30,From q2 there is only one transition to q3 marked with 1.,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q2','q3','1')]]""}"
V3HOB-turn5,What transitions enter and exit q0 ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('?','q0','?'),('q0','?','?')]]""}"
66c997d4d9a23f4774b6084f-turn1,describe me the alphabet,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Alphabet"", ""sn"": ""['alphabet']"", ""sv"": ""['?']""}"
ShIe4j-y-ekoRj_Xvt7r2MkyrvfyFPK6-turn13,whar are the transitions ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""['?']""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn19,Which transitions start from q0 ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','?','?')]]""}"
bq9WYgxCi_ATitsSgtUQUUqZSE2kbkAz-turn25,patterns among arc,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
66ff00e09021ec0b460c6a44-turn1,is it an undefined automaton,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['automataType']"", ""sv"": ""['nonDeterministic']""}"
ijaiv0hGDVwkzukjPHEmUC6QtX9wfCHf-turn1,briefly describe the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
Em5Mj8ykVSTl8U4QKIZ_n7L1bF8H1kL1-turn17, final states,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""['?']""}"
66fefbbf9021ec0b460c69c2-turn1,start state,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['initialState']"", ""sv"": ""['?']""}"
bq9WYgxCi_ATitsSgtUQUUqZSE2kbkAz-turn7,what arcs are marked with 0 ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('?','?','0')]]""}"
ByLC2-turn13,Which one si the final state ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""['?']""}"
"""meno""pu7A-turn24",From q1 there is only one transition to q2 marked with 1. ,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q1','q2','1')]]""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn51,is there any self loop,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
"""meno""pu7A-turn20","I'm not sure about your question. Try asking about states or transitions. Or you can ask me to briefly describe you the automaton, for example. ","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66feede70281fd1ff4448b1e-turn1,is q3 the final node,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""[['q3']]""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn33,What could be a minimal spatial representation for this automaton ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['optimalSpatialRepresentation']"", ""sv"": ""['?']""}"
66dc1c739ddcb359f401a63c-turn1,Which state in the automaton has the most transitions,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['stateWithMostTransitions']"", ""sv"": ""['?']""}"
yCwNzGV8uxxphdOTs190n_9ES3NNVN2s-turn5,wat is the language recognised by the automaton ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input']"", ""sv"": ""['?']""}"
66ff02809021ec0b460c6a6c-turn1,suggest me some question,"{""da"": ""Ta:request"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66feeb350281fd1ff4448ad8-turn2,I'm sorry. I can only describe the automaton. Why don't you ask me to describe it?,"{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
yCwNzGV8uxxphdOTs190n_9ES3NNVN2s-turn1,describe me the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
66fef1be80136d0844fa0df9-turn1,briefly describe me the automaton,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn24,From q1 there is only one transition to q0 marked with 0. ,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q1','q0','0')]]""}"
"""meno""pu7A-turn28",From q3 there is only one transition to q4 marked with 0. ,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q3','q4','0')]]""}"
66fef14180136d0844fa0def-turn1,what are the name of states,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['states']"", ""sv"": ""['?']""}"
"""meno""pu7A-turn18","Yes, there is a transition from q0 to q1 and is marked with 1. ","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q1','1')]]""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn17,the nodes,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['states']"", ""sv"": ""['?']""}"
g4GdzpVwjD3_X-gmkM5UQstbFQKJqh4d-turn12,"It is an automaton which accepts zero or more words in a binary alphabet formed by a sequence of a pair of 1s followed by a 0. There are a total of 3 states: q0, q1, and q2. q0 is both initial and end state. From each state 1 arc starts: from q0 the arc points to q2 and is marked with 1. From q2 it points to q1 and is marked with 1. From q1 it points to q0 and is marked with 0. ","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['alphabet','input','numberOfStates','states','initialState','finalStates','transitions']"", ""sv"": ""[['0','1'],'110','3',['q0','q1','q2'],'q0',['q0'],[('q0','q2','1'),('q2','q1','1'),('q1','q0','0')]]""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn8,From q2 there is only one transition to q1 marked with 1.,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q2','q1','1')]]""}"
rHgyaZS8T8cuQ0u39AHqQBs_vaj5ePIu-turn2,In this automaton there are 5 states and 5 transitions. From each state only one transition starts. Each state receives one transition. ,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['numberOfStates','numberOfTransitions']"", ""sv"": ""['5','5']""}"
Em5Mj8ykVSTl8U4QKIZ_n7L1bF8H1kL1-turn27,describe ,"{""da"": ""Ta:request"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dde62fa69c9e02a05c3dbf-turn1,Thank you for responding to me,"{""da"": ""SOM:thanking"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
P-_bE79Vy1PQJqftQhKxblP_VtV-DNEF-turn7,What is the final state of an automaton ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-theoretical"", ""ar"": ""State"", ""sn"": ""['finalStates']"", ""sv"": ""['?']""}"
ShIe4j-y-ekoRj_Xvt7r2MkyrvfyFPK6-turn17,arc between q0 and q1 ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q1','?')]]""}"
66dc1a3e9ddcb359f401a630-turn1,What input pattern is required for the automaton to reach its final state,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input']"", ""sv"": ""['?']""}"
VMkBtJ-FIizHxrkxPyS3DniIMKBgDUwJ-turn5,how many transitions ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions']"", ""sv"": ""['?']""}"
66c996a3d9a23f4774b60843-turn2,"This automaton has five transitions. q0 is the initial and final          state. From q0 to q1 there is a transition marked as 1. From q1 to q2 there is another          transition marked as 1. From q2 to q3 there is a transition marked as 1. From q3 to q4          there is a transition marked as 0. Finally, from q4 to q0 there is a transition marked as          0.","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions','initialState','finalStates','transitions']"", ""sv"": ""['5','q0',['q0'],[('q0','q1','1'),('q1','q2','1'),('q2','q3','1'),('q3','q4','0'),('q4','q0','0')]]""}"
AIzOyq5ExGrZ23ca0dNIWCK5C2HD3cCA-turn14,From q0 there is only one transition to q1 marked with 1.,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q0','q1','1')]]""}"
66d8a07a9880ff2cbea5b44c-turn2,"There are a total of 5 states. q0, q1, q2, q3, and q4. q0 is both initial and final      state.","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates','states','initialState','finalStates']"", ""sv"": ""['5',['q0','q1','q2','q3','q4'],'q0',['q0']]""}"
66fef750aa9a9ff3615fab5b-turn1,what is a deterministic automaton,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-theoretical"", ""ar"": ""Automata"", ""sn"": ""['automataType']"", ""sv"": ""['deterministic']""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn15,what s the number of nodes,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
0MgCjt8WVTxN4Thm2f0TbS_vigxpGyhI-turn13,how many transitions,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['numberOfTransitions']"", ""sv"": ""['?']""}"
Em5Mj8ykVSTl8U4QKIZ_n7L1bF8H1kL1-turn20,From q1 there is only one transition to q2 marked with 1.,"{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q1','q2','1')]]""}"
K2TB8bOVY1WHuazVxCQEhM789Y6lGaHw-turn6,"Yes, there is only one arc starting from each state. The first 2 in anti-clockwisedirection are marked by 1, the remaining by 0. ","{""da"": ""Ta:answer"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['clockwise']""}"
orFerWOnOwCvmZ_TPcCy_3bOiH4Pl7xf-turn1,How many states does Automaton 1 have ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
K2TB8bOVY1WHuazVxCQEhM789Y6lGaHw-turn9,what is its optimal spatial representation ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['optimalSpatialRepresentation']"", ""sv"": ""['?']""}"
CW4txSkffsEwrT2wLOzWbeScRrQESVBu-turn43,q0 to q4,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""[[('q4','q0','?')]]""}"
q9Tw8Mb_nRwbwBOy-cnCELz2dVncJh-T-turn5,How many states ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
uX-G8wJ5wSxmtNvsKkQg61kTOFczKm8b-turn17,can you describe the transitions,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""['?']""}"
V3HOB-turn3,Are there any loops ,"{""da"": ""Ta:propositionalQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Pattern"", ""sn"": ""['patternType']"", ""sv"": ""['?']""}"
66dde55da69c9e02a05c3db5-turn1,Which state in the automaton is both the initial and the final state,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['initialState','finalStates']"", ""sv"": ""['?','?']""}"
bq9WYgxCi_ATitsSgtUQUUqZSE2kbkAz-turn29,describe the shape of the automaton,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['graphicRepresentation']"", ""sv"": ""['?']""}"
FaSMl3Iu-Kr6owi4byJ2me2wFzk-c7oM-turn3,Descrivi l automa ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
66feecd60281fd1ff4448af6-turn1,what input is accepted,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Language"", ""sn"": ""['input']"", ""sv"": ""['?']""}"
k1xVMO4RTaL82fwPSwYj5iaHpyEYTMcz-turn23,Can you describe the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
66ff03879021ec0b460c6a80-turn1,thank you to yours replies,"{""da"": ""SOM:thanking"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
rHgyaZS8T8cuQ0u39AHqQBs_vaj5ePIu-turn1,how many states and edges ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['numberOfStates','numberOfTransitions']"", ""sv"": ""['?','?']""}"
yCwNzGV8uxxphdOTs190n_9ES3NNVN2s-turn3,how many states does the automaton have ,"{""da"": ""Ta:setQuestion"", ""et"": ""fsa-practical"", ""ar"": ""State"", ""sn"": ""['numberOfStates']"", ""sv"": ""['?']""}"
sveUGr-bCBUSZI2QFJORfflTpgefFbKW-turn17,can you describe me the automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""[]"", ""sv"": ""[]""}"
q9Tw8Mb_nRwbwBOy-cnCELz2dVncJh-T-turn21,Can you describe the transition function ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Transition"", ""sn"": ""['transitions']"", ""sv"": ""['?']""}"
ShIe4j-y-ekoRj_Xvt7r2MkyrvfyFPK6-turn6,"I dont' know. Just try asking something like, ""How is the automaton represented?""","{""da"": ""AutoF:autoNegative; DS:suggest"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
66dc13956e6c775609003afb-turn1,"goodmorning, how are you","{""da"": ""DS:opening; SOM:initGreeting"", ""et"": ""Nan"", ""ar"": ""Nan"", ""sn"": ""[]"", ""sv"": ""[]""}"
q9Tw8Mb_nRwbwBOy-cnCELz2dVncJh-T-turn11,Describe graphically automaton ,"{""da"": ""Ta:request"", ""et"": ""fsa-practical"", ""ar"": ""Automata"", ""sn"": ""['graphicRepresentation']"", ""sv"": ""['?']""}"
